n-gram,frekvence
dvojí kvalitě potravin,2
posledních 5 let,2
měli jít volbám,2
dnes světový den,2
lídr kandidátky čssd,2
dvojí kvalita potravin,2
zahajujeme kampaň voleb,2
kampaň voleb evropského,2
kvůli mimořádným kontrolám,1
mimořádným kontrolám polského,1
kontrolám polského hovězího,1
polského hovězího masa,1
hovězího masa míří,1
masa míří bruselu,1
míří bruselu ministr,1
bruselu ministr zemědělství,1
ministr zemědělství čssd,1
zemědělství čssd miroslav,1
čssd miroslav toman,1
miroslav toman jednat,1
toman jednat evropskou,1
jednat evropskou komisí,1
evropskou komisí detaily,1
komisí detaily představí,1
detaily představí zpravodaj,1
představí zpravodaj pak,1
zpravodaj pak zeptáme,1
pak zeptáme názor,1
václav neckář právě,1
neckář právě teď,1
právě teď oslavách,1
teď oslavách máje,1
zemědělci bojí výnosy,1
bojí výnosy zabráníme,1
výnosy zabráníme zhroucení,1
zabráníme zhroucení ekosystému,1
zhroucení ekosystému brambory,1
ekosystému brambory porostou,1
brambory porostou chemických,1
porostou chemických pesticidů,1
chemických pesticidů mají,1
pesticidů mají totiž,1
mají totiž přirozenou,1
totiž přirozenou schopnost,1
přirozenou schopnost bránit,1
schopnost bránit vůči,1
bránit vůči škůdcům,1
vůči škůdcům té,1
škůdcům té pomůže,1
té pomůže zejména,1
pomůže zejména lepší,1
zejména lepší péče,1
lepší péče půdu,1
péče půdu neztrácela,1
půdu neztrácela potřebné,1
neztrácela potřebné živiny,1
sice přátelé někdy,1
přátelé někdy prostě,1
někdy prostě profesně,1
prostě profesně neshodneme,1
profesně neshodneme námitku,1
neshodneme námitku proti,1
námitku proti zvýšení,1
proti zvýšení úrovně,1
zvýšení úrovně reziduí,1
úrovně reziduí bramborách,1
reziduí bramborách podpoříme,1
bramborách podpoříme nechceme,1
volby evropského parlamentu blíží,2
novou podobu potravinového práva,2
boj proti dvojí kvalitě,2
zahajujeme kampaň voleb evropského,2
kampaň voleb evropského parlamentu,2
kvůli mimořádným kontrolám polského,1
mimořádným kontrolám polského hovězího,1
kontrolám polského hovězího masa,1
polského hovězího masa míří,1
hovězího masa míří bruselu,1
masa míří bruselu ministr,1
míří bruselu ministr zemědělství,1
bruselu ministr zemědělství čssd,1
ministr zemědělství čssd miroslav,1
zemědělství čssd miroslav toman,1
čssd miroslav toman jednat,1
miroslav toman jednat evropskou,1
toman jednat evropskou komisí,1
jednat evropskou komisí detaily,1
evropskou komisí detaily představí,1
komisí detaily představí zpravodaj,1
detaily představí zpravodaj pak,1
představí zpravodaj pak zeptáme,1
zpravodaj pak zeptáme názor,1
václav neckář právě teď,1
neckář právě teď oslavách,1
právě teď oslavách máje,1
zemědělci bojí výnosy zabráníme,1
bojí výnosy zabráníme zhroucení,1
výnosy zabráníme zhroucení ekosystému,1
zabráníme zhroucení ekosystému brambory,1
zhroucení ekosystému brambory porostou,1
ekosystému brambory porostou chemických,1
brambory porostou chemických pesticidů,1
porostou chemických pesticidů mají,1
chemických pesticidů mají totiž,1
pesticidů mají totiž přirozenou,1
mají totiž přirozenou schopnost,1
totiž přirozenou schopnost bránit,1
přirozenou schopnost bránit vůči,1
schopnost bránit vůči škůdcům,1
bránit vůči škůdcům té,1
vůči škůdcům té pomůže,1
škůdcům té pomůže zejména,1
té pomůže zejména lepší,1
pomůže zejména lepší péče,1
zejména lepší péče půdu,1
lepší péče půdu neztrácela,1
péče půdu neztrácela potřebné,1
půdu neztrácela potřebné živiny,1
sice přátelé někdy prostě,1
přátelé někdy prostě profesně,1
někdy prostě profesně neshodneme,1
prostě profesně neshodneme námitku,1
profesně neshodneme námitku proti,1
neshodneme námitku proti zvýšení,1
námitku proti zvýšení úrovně,1
proti zvýšení úrovně reziduí,1
zvýšení úrovně reziduí bramborách,1
úrovně reziduí bramborách podpoříme,1
reziduí bramborách podpoříme nechceme,1
bramborách podpoříme nechceme uvolňovat,1
podpoříme nechceme uvolňovat standardy,1
nechceme uvolňovat standardy dvojí,1
uvolňovat standardy dvojí metr,1
standardy dvojí metr musí,1
dvojí metr musí dodržovat,1
metr musí dodržovat naši,1
musí dodržovat naši měli,1
dodržovat naši měli cizí,1
naši měli cizí chtějí,1
měli cizí chtějí dovážet,1
dnes začalo stavbou 26km,1
začalo stavbou 26km teplovodu,1
stavbou 26km teplovodu měl,1
26km teplovodu měl snížit,1
teplovodu měl snížit emise,1
měl snížit emise spotřebu,1
snížit emise spotřebu uhlí,1
emise spotřebu uhlí 80,1
zahajujeme kampaň voleb evropského parlamentu,2
kvůli mimořádným kontrolám polského hovězího,1
mimořádným kontrolám polského hovězího masa,1
kontrolám polského hovězího masa míří,1
polského hovězího masa míří bruselu,1
hovězího masa míří bruselu ministr,1
masa míří bruselu ministr zemědělství,1
míří bruselu ministr zemědělství čssd,1
bruselu ministr zemědělství čssd miroslav,1
ministr zemědělství čssd miroslav toman,1
zemědělství čssd miroslav toman jednat,1
čssd miroslav toman jednat evropskou,1
miroslav toman jednat evropskou komisí,1
toman jednat evropskou komisí detaily,1
jednat evropskou komisí detaily představí,1
evropskou komisí detaily představí zpravodaj,1
komisí detaily představí zpravodaj pak,1
detaily představí zpravodaj pak zeptáme,1
představí zpravodaj pak zeptáme názor,1
václav neckář právě teď oslavách,1
neckář právě teď oslavách máje,1
zemědělci bojí výnosy zabráníme zhroucení,1
bojí výnosy zabráníme zhroucení ekosystému,1
výnosy zabráníme zhroucení ekosystému brambory,1
zabráníme zhroucení ekosystému brambory porostou,1
zhroucení ekosystému brambory porostou chemických,1
ekosystému brambory porostou chemických pesticidů,1
brambory porostou chemických pesticidů mají,1
porostou chemických pesticidů mají totiž,1
chemických pesticidů mají totiž přirozenou,1
pesticidů mají totiž přirozenou schopnost,1
mají totiž přirozenou schopnost bránit,1
totiž přirozenou schopnost bránit vůči,1
přirozenou schopnost bránit vůči škůdcům,1
schopnost bránit vůči škůdcům té,1
bránit vůči škůdcům té pomůže,1
vůči škůdcům té pomůže zejména,1
škůdcům té pomůže zejména lepší,1
té pomůže zejména lepší péče,1
pomůže zejména lepší péče půdu,1
zejména lepší péče půdu neztrácela,1
lepší péče půdu neztrácela potřebné,1
péče půdu neztrácela potřebné živiny,1
sice přátelé někdy prostě profesně,1
přátelé někdy prostě profesně neshodneme,1
někdy prostě profesně neshodneme námitku,1
prostě profesně neshodneme námitku proti,1
profesně neshodneme námitku proti zvýšení,1
neshodneme námitku proti zvýšení úrovně,1
námitku proti zvýšení úrovně reziduí,1
proti zvýšení úrovně reziduí bramborách,1
zvýšení úrovně reziduí bramborách podpoříme,1
úrovně reziduí bramborách podpoříme nechceme,1
reziduí bramborách podpoříme nechceme uvolňovat,1
bramborách podpoříme nechceme uvolňovat standardy,1
podpoříme nechceme uvolňovat standardy dvojí,1
nechceme uvolňovat standardy dvojí metr,1
uvolňovat standardy dvojí metr musí,1
standardy dvojí metr musí dodržovat,1
dvojí metr musí dodržovat naši,1
metr musí dodržovat naši měli,1
musí dodržovat naši měli cizí,1
dodržovat naši měli cizí chtějí,1
naši měli cizí chtějí dovážet,1
dnes začalo stavbou 26km teplovodu,1
začalo stavbou 26km teplovodu měl,1
stavbou 26km teplovodu měl snížit,1
26km teplovodu měl snížit emise,1
teplovodu měl snížit emise spotřebu,1
měl snížit emise spotřebu uhlí,1
snížit emise spotřebu uhlí 80,1
emise spotřebu uhlí 80 tisíc,1
spotřebu uhlí 80 tisíc tun,1
uhlí 80 tisíc tun ročně,1
80 tisíc tun ročně děkuji,1
tisíc tun ročně děkuji pozvání,1
tun ročně děkuji pozvání diskusi,1
přijďte dnes frýdku místku pobavíme,1
dnes frýdku místku pobavíme můžu,1
frýdku místku pobavíme můžu udělat,1
